Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
KROM ELECTRONICS CO,31148T,2005/5/26,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Krom Electronics Company,0,31148T,NA,TW0003240008,Taiwan
KUANG MING SHIPPING,TW:KMQ,2010/11/22,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Kuang Ming Shipping,0,77450P,T2639,TW0002639002,Taiwan OTC
KUANG PENG CONSTRUCTION,TW:KPG,2012/12/18,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Kuang Peng Construction,0,87928D,T5541,TW0005541007,Taiwan OTC
KUO CHING CHEMICAL,TW:KUC,2009/10/22,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Kuo Ching Chemical,0,69233V,T1757,TW0001757003,Taiwan OTC
LEAD TYPE PRECISION ELT.,30923K,2005/5/2,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Lead Type Precision Electronic,0,30923K,NA,TW0003371001,Taiwan
LEAGUE ALLOY CO.,31192P,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,League Alloy Company,0,31192P,NA,TW0001577005,Taiwan
LIGHTRONIK TECHNOLOGY,30830L,2005/4/8,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Lightronik Technology,0,30830L,NA,TW0003343000,Taiwan
LONGTEK SCIENTIFIC,31192T,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Longtek Scientific,0,31192T,NA,TW0003394003,Taiwan
LUCY BELLE BIOLOGICAL 'UNSUPPORTED',30727C,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Lucy Belle Biological 'Unsupported',0,30727C,NA,TW0001794006,Taiwan
LUMINOUS TOWN ELECTRIC,30743R,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Luminous Town Electric,0,30743R,NA,TW0008218009,Taiwan
LUSTROUS TECHNOLOGY,TW:LTU,2011/2/21,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Lustrous Technology,0,77452X,T4997,TW0004997002,Taiwan OTC
MANDARIN TECHNOLOGY,31148U,2005/5/26,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Mandarin Technology,0,31148U,NA,TW0003320008,Taiwan
MAXEMIL PHOTONICS,31131K,2005/5/24,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Maxemil Photonics,0,31131K,NA,TW0003333001,Taiwan
MEC IMEX,TW:MIX,2010/9/24,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,MEC Imex,0,77449R,T4962,TW0004962006,Taiwan OTC
MEGIC CORPORATION,30742P,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Megic Corporation,0,30742P,NA,TW0003365003,Taiwan
MICROJET TECHNOLOGY,TW:MTH,2003/12/18,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Microjet Technology,0,30726R,T8197,TW0008197005,Taiwan OTC
MICROVIEW TECHNOLOGY,TW:MRO,2010/5/5,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Microview Technology,0,69295L,T4941,TW0004941000,Taiwan OTC
MKS,TW:MKS,2008/1/29,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,MKS,0,35762H,T3507,TW0003507000,Taiwan OTC
MOTOTECH INC,31193D,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Mototech Inc,0,31193D,NA,TW0008189002,Taiwan
MUSTEK SYSTEMS,TW:MUS,1997/1/31,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Mustek Systems,0,887795,T2361,TW0002361003,Taiwan
NAN KUO CATV,TW:NKC,2009/8/28,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Nan Kuo Catv,0,68580T,T8977,TW0008977000,Taiwan OTC
NEOFLEX TECHNOLOGY,31193E,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Neoflex Technology,0,31193E,NA,TW0003404000,Taiwan
NEXSMART TECHNOLOGY,51661F,2008/2/19,2008,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Nexsmart Technology,0,51661F,NA,TW0003096004,Taiwan
NITS TECHNOLOGY 'UNSUPPORTED',35923W,2006/5/9,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Nits Technology 'Unsupported',0,35923W,NA,TW0003469003,Taiwan
NORR OFFSHORE GROUP,TW:NOR,2013/7/24,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Norr Offshore Group,0,89520D,T5279,KYG6596Q1029,Taiwan OTC
NUVISION TECHNOLOGY,30866W,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Nuvision Technology,0,30866W,NA,TW0003331005,Taiwan
OFUNA ENTERPRISE,30727D,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ofuna Enterprise,0,30727D,NA,TW0003241006,Taiwan
OURS TECHNOLOGY,30741K,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Ours Technology,0,30741K,NA,TW0003304002,Taiwan
P&F BROTHER IND,30865U,2005/4/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,P&F Brother IND,0,30865U,NA,TW0001571008,Taiwan
PERNASE ENTERPRISE,31191X,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Pernase Enterprise,0,31191X,NA,TW0003256004,Taiwan
PHOENIX SILICON INTL.,51661J,2008/2/19,2008,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Phoenix Silicon International,0,51661J,NA,NA,Taiwan
POWER SOURCE ENERGY,TW:PSL,2011/7/8,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Power Source Energy,0,77450C,T5238,TW0005238000,Taiwan OTC
PRINCO,TW:PRN,2005/1/20,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Princo,0,29992F,T8053,TW0008053000,Taiwan OTC
PROCRYSTAL TECHNOLOGY,TW:PYT,2011/9/13,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Procrystal Technology,0,77638J,T5242,TW0005242002,Taiwan OTC
PROGV.OPTOELECTRONICS,30917U,2005/5/2,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Progressive Optoelectronics,0,30917U,NA,TW0003283008,Taiwan
PROMAX JOHNTON,30382U,2005/2/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Promax Johnton,0,30382U,NA,TW0003133005,Taiwan
PROMELL MATERIAL TECH.,TW:PMO,2012/12/28,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Promell Material Technology,0,87979X,T6406,TW0006406002,Taiwan OTC
PROTECH WHEEL INDUSTRY,32697X,2006/1/17,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Protech Wheel Industry,0,32697X,NA,TW0000222900,Taiwan
QBAS TECHNOLOGY,TW:QBA,2012/4/27,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Qbas Technology,0,87083U,T5275,TW0005275002,Taiwan OTC
RALEC ELECTRONIC,TW:RAL,1998/12/16,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ralec Electronic,0,675890,T2437,TW0002437001,Taiwan
REAL TONE TECH CORP.,31193N,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Real Tone Technology Corporation,0,31193N,NA,TW0003146007,Taiwan
RICHTEK TECHNOLOGY,TW:RIK,2003/10/21,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Richtek Technology,0,27908H,T6286,TW0006286008,Taiwan
SAINT-FUN INTERNATIONAL,TW:STF,2010/2/10,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,Saint-Fun International,0,69023W,T4920,TW0004920004,Taiwan OTC
SANLIH E TELEVISION,31126E,2005/5/20,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Media,Sanlih E Television,0,31126E,NA,TW0009956003,Taiwan
SECUREUNI TECHS.,TW:EUE,2004/6/21,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Secureuni Technologies,0,29092V,T3330,TW0003330007,Taiwan OTC
SHANGHAI VIL.CULINARY,TW:SVC,2014/11/28,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Unclassified,Shanghai Village Culinary,0,9214U9,T2735,TW0002735008,Taiwan OTC
SHING YIH TECHNOLOGY,30726L,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Shing Yih Technology,0,30726L,NA,TW0003233003,Taiwan
SILICON MOTION,32822F,2006/2/15,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Silicon Motion,0,32822F,NA,NA,Taiwan
SILICON MOTION TECH.,30403K,2005/2/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Silicon Motion Technology,0,30403K,NA,TW0008221003,Taiwan
SILTRONTECH ELTN.,TW:STT,2002/1/28,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Siltrontech Electronics,0,15141Q,T6135,TW0006135007,Taiwan OTC
SKANHEX TECHNOLOGY,32607W,2005/12/23,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Skanhex Technology,0,32607W,NA,TW0008095001,Taiwan
SOCLE TECHNOLOGY,31120D,2005/5/19,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Socle Technology,0,31120D,NA,TW0003381000,Taiwan
STAR WORLD TECH.,TW:STR,2004/11/1,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Star World Technology,0,29602W,T8266,TW0008266008,Taiwan OTC
SUNDER BIOMEDICAL TECH,30403J,2005/2/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Sunder Biomedical Technology,0,30403J,NA,TW0004115001,Taiwan
SUPERTEC MACHINERY,TW:SMI,2013/10/23,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Supertec Machinery,0,91434H,T4547,TW0004547005,Taiwan OTC
SUYIN,TW:SNC,2010/4/1,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Suyin,0,69297J,T3681,TW0003681003,Taiwan OTC
SWENC TECHNOLOGY 'UNSUPPORTED',TW:SWT,2007/10/29,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Swenc Technology 'Unsupported',0,51437R,NA,TW0003590006,Taiwan OTC
TA CHONG BANK,TW:TBA,1996/1/30,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Banks,Ta Chong Bank,0,887861,T2847,TW0002847001,Taiwan
TA CHONG SECURITIES,TW:THU,2005/9/26,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Ta Chong Securities,0,31192R,T6022,TW0006022007,Taiwan OTC
TA-HO MARITIME,TW:THM,2003/1/14,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Ta-Ho Maritime,0,51575N,T6701,TW0006701006,Taiwan OTC
TENNRICH INTERNATIONAL,TW:TNI,2003/1/23,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Industrials,Tennrich International,0,36125R,T8065,TW0008065004,Taiwan OTC
TERA XTAL TECHNOLOGY,TW:TXT,2010/9/24,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Tera Xtal Technology,0,77450F,T4969,TW0004969001,Taiwan OTC
TEST-SERV,TW:TSV,2004/1/15,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Test-Serv,0,28341N,T8079,TW0008079005,Taiwan OTC
THAILIN SEMICON.,TW:TLS,2000/10/31,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Thailin Semiconductor,0,297043,T5466,TW0005466007,Taiwan OTC
TOPTREND TECH,30710N,2005/3/18,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Toptrend Technology,0,30710N,NA,TW0003279006,Taiwan
TRANSASIA AIRWAYS,TW:TAQ,2010/11/12,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,Transasia Airways,0,77452M,T6702,TW0006702004,Taiwan
TRISCO TECHNOLOGY,30903Q,2005/4/27,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Trisco Technology,0,30903Q,NA,TW0003223004,Taiwan
TUNG BAO,TW:TBO,2013/7/11,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Tung Bao,0,89389F,T4758,TW0004758008,Taiwan OTC
TWINWILL OPTRONICS,TW:TWO,2012/12/27,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Twinwill Optronics,0,87958C,T5253,TW0005253009,Taiwan OTC
UNI LIGHT TECHNOLOGY 'UNSUPPORTED',30923F,2005/5/2,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Uni Light Technology 'Unsupported',0,30923F,NA,TW0008191008,Taiwan
UNION PLUS TECHNOLOGY,TW:TQC,2004/6/9,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Union Plus Technology,0,28952X,T6250,TW0006250004,Taiwan OTC
UNIVISION TECHNOLOGY,30742H,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Univision Technology,0,30742H,NA,TW0003370003,Taiwan
UNIWILL COMPUTER,30725V,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Uniwill Computer,0,30725V,NA,TW0008193004,Taiwan
VIC-DAWN ENTERPRISE,30742N,2005/3/25,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,VIC-Dawn Enterprise,0,30742N,NA,TW0003286001,Taiwan
VTC ELECTRONICS,TW:VTE,2004/4/27,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,VE Ticaret Electronics,0,31192H,T3307,TW0003307005,Taiwan OTC
WEB-COM ALLIED TECH,31192M,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Web-Com Allied Technology,0,31192M,NA,TW0003179008,Taiwan
WEI MON INDUSTRY,TW:WOE,2000/3/10,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Wei Mon Industry,0,280319,T8925,TW0008925009,Taiwan OTC
WELLSTECH OPTICAL,TW:WES,2013/10/14,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Wellstech Optical,0,91134T,T6429,TW0006429004,Taiwan OTC
WUS MICROELECTRONICS CO.,30923P,2005/5/2,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,WUS Microelectronics Company,0,30923P,NA,TW0003328001,Taiwan
X'POLE PRECISION,31191M,2005/6/7,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,x'Pole Precision,0,31191M,NA,TW0001573004,Taiwan
XANTIA,TW:SZR,2011/9/6,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Xantia,0,77601W,T4922,TW0004922000,Taiwan OTC
YANG HWA TECHNOLOGY,TW:MKL,1996/4/10,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Yang Hwa Technology,0,887817,T4703,TW0004703004,Taiwan OTC
YIH-DAH,TW:YIH,2003/1/17,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Yih-Dah,0,51661K,T9961,TW0009961003,Taiwan OTC
ANNCARE BIO-TECH CENTER,TW:ABT,2010/8/25,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Anncare Bio-Technology Center,0,77450E,T4140,TW0004140009,Taiwan OTC
E-ONE MOLI ENERGY,TW:EON,2004/8/17,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,E-One Moli Energy,0,30866J,T3127,TW0003127007,Taiwan OTC
I-SEE VISION TECHNOLOGY,TW:ICV,2012/12/27,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,I-See Vision Technology,0,879792,T4184,TW0004184007,Taiwan OTC
JINGYUE MICROWAVE IC MFG,TW:TCZ,2008/9/5,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Jingyue Microwave IC MFG,0,54134R,T3636,TW0003636007,Taiwan OTC
SUNRISE GLB.SOLAR EN.,TW:SGS,2011/1/24,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Sunrise Global Solar Energy,0,774522,T5217,TW0005217004,Taiwan OTC
TEE HWA TECHNOLOGY CO. LTD,31293N,2005/6/27,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,TEE Hwa Technology Company Limited,0,31293N,NA,TW0003239000,Taiwan
TY-OHM ELECTRONIC WORKS,TW:TYO,2007/3/26,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ty-OHM Electronic Works,0,50576F,T3161,TW0003161006,Taiwan OTC
UTD.FU SHEN CHEN TECH.,TW:APP,2000/11/16,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Support Services,United Fu Shen Chen Technology,0,281103,T5467,TW0005467005,Taiwan OTC
YUNG FA STEEL & IRON,30726T,2005/3/22,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Yung FA Steel and Iron,0,30726T,NA,TW0002060001,Taiwan
GALLOP NO.1 REIT.TST.FD.,TW:GNR,2007/5/15,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment Trusts,Gallop Number 1 Real Estate Investment Trust Fund,0,50383X,NA,TW00001008T3,Taiwan
AAEON TECHNOLOGY,TW:AAE,1999/9/27,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Aaeon Technology,0,691792,T2463,TW0002463007,Taiwan
ACELAND,TW:ACL,1997/2/17,1997,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Aceland,0,887901,T5503,TW0005503007,Taiwan OTC
ACORP ELECTRONICS,TW:AEL,2001/5/8,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Acorp Electronics,0,261813,T5497,TW0005497002,Taiwan OTC
ADI,TW:ADI,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,ADI,0,772069,T2304,TW0002304003,Taiwan
AECO TECHNOLOGY,TW:TOE,2001/10/22,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Aeco Technology,0,14710E,T6119,TW0006119001,Taiwan
AIMTRON TECHNOLOGY,TW:ATY,2005/7/5,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Aimtron Technology,0,30831U,T3298,TW0003298006,Taiwan OTC
AMBIT MICROSYSTEMS,TW:AMM,1998/12/23,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Ambit Microsystems,0,675912,T2386,TW0002386000,Taiwan
ANTEK SEMICON.,TW:ATI,2000/6/5,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Antek Semiconductor,0,280903,T5436,TW0005436000,Taiwan OTC
ARCLITE OPTRONICS,TW:AOC,2010/2/8,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Arclite Optronics,0,68954X,T4929,TW0004929005,Taiwan OTC
ASE TEST,TW:AST,1998/1/8,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,ASE Test,0,691439,T9101,TW0009101006,Taiwan
ASIA CHEMICAL CORP.,317518,1993/5/28,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Asia Chemical Corporation,0,317518,NA,NA,Taiwan
ASIA SECURITIES,TW:ASS,1997/11/7,1997,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Asia Securities,0,871535,T6017,TW0006017007,Taiwan OTC
ASKEY COMPUTER,TW:ACO,1997/12/3,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Askey Computer,0,879259,T2366,TW0002366002,Taiwan
ATM ELECTRONIC,TW:AER,2005/7/4,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,ATM Electronic,0,32469M,T3423,TW0003423000,Taiwan OTC
AURIA SOLAR,TW:ASL,2010/12/29,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Auria Solar,0,77452T,T4992,TW0004992003,Taiwan OTC
BANK SINOPAC,TW:BSP,1996/1/18,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Bank Sinopac,0,865583,T2839,TW0002839008,Taiwan
BEYONDPV,TW:BPV,2010/12/8,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Beyondpv,0,77449X,T4963,TW0004963004,Taiwan OTC
BOSER TECHNOLOGY,TW:BOS,2003/11/17,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Boser Technology,0,28025D,T3069,TW0003069001,Taiwan OTC
CARPLUS AUTO LEASING,32171X,2005/10/24,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Carplus Auto Leasing,0,32171X,NA,TW0008393000,Taiwan
CATHAY LIFE INSURANCE,27580M,2003/9/12,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Unclassified,Cathay Life Insurance,0,27580M,NA,NA,Taiwan
CENTRAL INSURANCE,TW:CIN,1996/10/2,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Nonlife Insurance,Central Insurance,0,887246,T2825,TW0002825007,Taiwan
CHANTEK ELECTRONIC,TW:CEL,1997/12/8,1997,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chantek Electronic,0,879258,T5336,TW0005336002,Taiwan OTC
CHEERTEK,TW:EER,2005/1/31,2005,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Cheertek,0,30064D,T3271,TW0003271003,Taiwan
CHIEF CONSTRUCTION,TW:CCN,1994/10/3,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Chief Construction,0,140561,T2522,TW0002522000,Taiwan
CHINA REBAR,TW:CRE,1988/7/13,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,China Rebar,0,772055,T9801,TW0009801001,Taiwan
CHINGIS TECHNOLOGY,TW:CTP,2010/10/29,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Chingis Technology,0,77450X,T3408,TW0003408001,Taiwan OTC
CHUN HSIN,TW:CHS,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Chun Hsin,0,777081,T2902,TW0002902004,Taiwan
CHUNTEX ELECTRONIC,TW:CEC,1991/9/2,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chuntex Electronic,0,314960,T8715,TW0002320009,Taiwan
CIS TECHNOLOGY,TW:CIS,1993/8/30,1993,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,CIS Technology,0,317709,T2326,TW0002326006,Taiwan OTC
COMPAL COMMUNICATIONS,TW:CPM,2003/12/9,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Compal Communications,0,28026V,T8078,TW0008078007,Taiwan
COMPEX INTERNATIONAL,TW:COI,1997/12/8,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Compex International,0,879260,T9936,TW0009936005,Taiwan
CONTINENTAL ENGR.,TW:CEN,1994/11/2,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Continental Engineering,0,140641,T2526,TW0002526001,Taiwan
COTECH ENGR.,TW:CEG,2004/6/23,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Cotech Engineering,0,29084D,T2592,TW0002592003,Taiwan OTC
CYNTEC,TW:CYT,2001/5/31,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Cyntec,0,264411,T2452,TW0002452000,Taiwan
CYTOPHARM,TW:CYH,2011/9/13,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Cytopharm,0,77601T,T4156,TW0004156005,Taiwan OTC
DAHIN,TW:DHN,1996/3/4,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Dahin,0,865412,T8711,TW0008711003,Taiwan OTC
DELSOLAR,TW:DLS,2007/11/21,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Delsolar,0,51476H,T3599,TW0003599007,Taiwan
