issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LCS,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Voltronic Power Tech Corp,2014/3/24,2013/10/22,,6409,3679,Voltronic Power Tech Corp,voltronicpower,Voltronic Power Technology,Voltronic Power Technology,VOLTRONIC POWER TECH.,TW:VPT,2013/1/8,88000E,T6409,TW0006409006
Grand-Tek Technology Co Ltd,2014/3/25,2012/4/10,TW0003684007,3684,3357,Grand-Tek Technology Co Ltd,grandtek,Grand Tek,Grand Tek,GRAND TEK,TW:GRT,2009/12/31,68918L,T3684,TW0003684007
Ennoconn Corp,2014/3/27,2013/3/15,TW0006414006,6414,3577,Ennoconn Corp,ennoconn,Ennoconn,Ennoconn,ENNOCONN,TW:ENK,2012/12/18,87928F,T6414,TW0006414006
MedFirst Healthcare Services,2014/4/16,2013/3/25,TW0004175005,4175,2834,MedFirst Healthcare Services,medfirsthealthc,Medfirst Healthcare Services,Medfirst Healthcare Services,MEDFIRST HEALTHCARE SVS.,TW:MFV,2012/12/21,87943X,T4175,TW0004175005
Da Hui Ltd,2014/6/3,2014/4/29,,5276,3711,Da Hui Ltd,dahui,Da Hui,Da Hui,DA HUI,TW:DHU,2014/6/12,8907Q7,T5276,KYG2743W1006
Magnate Technology Co Ltd,2014/7/15,2014/5/13,TW0004541008,4541,3724,Magnate Technology Co Ltd,magnate,Magnate Technology,Magnate Technology,MAGNATE TECHNOLOGY,TW:MTG,2013/6/25,89238F,T4541,TW0004541008
China Commun Media Grp Co Ltd,2014/7/16,2013/10/30,,6404,4812,China Commun Media Grp Co Ltd,chinacommuni,China Communications Media Group,China Communications Media Group,CHINA COMMS.MEDIA GROUP,TW:CGM,2013/9/17,87066Z,T6404,KYG211281061
Magic Technology Co Ltd,2014/7/18,2014/4/17,TW0005255004,5255,3674,Magic Technology Co Ltd,magic,Amazing Microelectronic,Amazing Microelectronic,AMAZING MICROELECTRONIC,TW:AMX,2012/12/25,87958E,T6411,TW0006411002
GeneReach Biotechnology Corp,2014/8/7,2013/3/26,,4171,2834,GeneReach Biotechnology Corp,genereachbiotec,Genereach Biotechnology,Genereach Biotechnology,GENEREACH BIOTECHNOLOGY,TW:IIC,2012/11/19,87831R,T4171,TW0004171004
Asia Neo Tech Ind Co Ltd,2014/8/18,2014/7/8,TW0004542006,4542,3559,Asia Neo Tech Ind Co Ltd,aieotechn,Allied Biotechnology,Allied Biotechnology,ALLIED BIOTECH,TW:ABB,2010/4/29,774492,T1780,TW0001780005
Good Way Tech Co Ltd,2014/8/19,2013/3/25,TW0003272001,3272,3577,Good Way Tech Co Ltd,goodwaych,Goodway Machine,Goodway Machine,GOODWAY MACHINE,TW:GDY,2008/1/24,41530V,T1583,TW0001583003
GCS Holdings Inc,2014/9/5,2014/8/28,KYG377541019,4991,3674,GCS Holdings Inc,gcsholdings,GCS Holdings,GCS Holdings,GCS HOLDINGS,TW:GXH,2012/3/30,87000T,T4991,KYG377541019
Franbo Lines Corp,2014/9/23,2013/3/29,TW0002641008,2641,4412,Franbo Lines Corp,franbolines,Franbo Lines,Franbo Lines,FRANBO LINES,TW:FRA,2011/12/19,86560C,T2641,TW0002641008
JPP Holding Co Ltd,2014/9/30,2014/9/22,KYG521131006,5284,3679,JPP Holding Co Ltd,jppholding,JPP Holding,JPP Holding,JPP HOLDING,TW:JPP,2014/10/7,91408R,T5284,KYG521131006
Pili International Multimedia,2014/9/30,2013/10/11,TW0008450008,8450,7812,Pili International Multimedia,pilimultimedia,Pili International Multimedia Company,Pili International Multimedia Company,PILI INTERNATIONAL MLTM. CO.,TW:PIM,2013/9/30,90410M,T8450,TW0008450008
Alchip Technologies Ltd,2014/10/21,2013/5/10,KYG022421088,3661,3674,Alchip Technologies Ltd,alchiptechnolog,Alchip Technologies,Alchip Technologies,ALCHIP TECHNOLOGIES,TW:ATG,2010/12/23,77449F,T3661,KYG022421088
SynCore Biotechnology Co Ltd,2014/10/21,2013/9/24,TW0004192000,4192,2834,SynCore Biotechnology Co Ltd,syncorebiotechn,Syncore Biotechnology,Syncore Biotechnology,SYNCORE BIOTECHNOLOGY,TW:SYO,2013/8/29,89729N,T4192,TW0004192000
Singtex Industrial Co Ltd,2014/10/27,2013/3/19,TW0004433008,4433,2399,Singtex Industrial Co Ltd,singtex,Nien Hsing Textile,Nien Hsing Textile,NIEN HSING TEX.,TW:NHT,1992/12/21,316528,T1451,TW0001451003
Launch Technologies Co Ltd,2014/11/3,2013/11/25,TW0008420001,8420,3949,Launch Technologies Co Ltd,launchtechnolog,Launch Technologies,Launch Technologies,LAUNCH TECHNOLOGIES,TW:LTI,2010/10/13,774517,T8420,TW0008420001
FineTek Co Ltd,2014/11/20,2013/12/6,TW0004549001,4549,3829,FineTek Co Ltd,finetek,Finetek,Finetek,FINETEK,TW:FNT,2013/12/5,93662T,T4549,TW0004549001
Optivision Technology Inc,2014/11/27,2013/3/20,TW0003666004,3666,3674,Optivision Technology Inc,optivision,Optivision Technology,Optivision Technology,OPTIVISION TECHNOLOGY,TW:OTI,2009/6/19,77449U,T3666,TW0003666004
APAQ Technology Co Ltd,2014/12/2,2014/3/25,TW0006449002,6449,3675,APAQ Technology Co Ltd,apaq,Apaq Technology,Apaq Technology,APAQ TECHNOLOGY,TW:APQ,2014/2/27,8746DQ,T6449,TW0006449002
I Yuan Precision Ind Co Ltd,2014/12/8,2014/2/10,TW0002235009,2235,3561,I Yuan Precision Ind Co Ltd,iyuanprecision,I Yuan Precision Industrial,I Yuan Precision Industrial,I YUAN PRECISION INDL.,TW:IYP,2011/5/12,77450N,T2235,TW0002235009
Apogee Optocom Co Ltd,2014/12/10,2013/8/14,,6426,3674,Apogee Optocom Co Ltd,apogeeoptocom,Apogee Optocom Company,Apogee Optocom Company,APOGEE OPTOCOM CO.,TW:APG,2013/10/18,91422N,T6426,TW0006426000
Momo.com Inc,2014/12/12,2014/2/24,TW0008454000,8454,7319,Momo.com Inc,momocom,Momo Com,Momo Com,MOMO COM,TW:FMU,2014/2/27,8746DV,T8454,TW0008454000
EISO Enterprise Co Ltd,2014/12/16,2014/2/14,TW0005291009,5291,3672,EISO Enterprise Co Ltd,eisoenteprise,Eiso Enteprise,Eiso Enteprise,EISO ENTEPRISE,TW:EIE,2013/8/30,89745W,T5291,TW0005291009
Swissray Global Healthcare,2014/12/16,2014/3/25,TW0004198007,4198,3841,Swissray Global Healthcare,swissrayglobalh,Swissray Global Healthcare,Swissray Global Healthcare,SWISSRAY GLOBAL HLTHCR.,TW:SRG,2013/11/8,93001E,T4198,TW0004198007
Yummy Town (Cayman) Hldg Corp,2014/12/17,2014/11/11,,2726,2086,Yummy Town (Cayman) Hldg Corp,yummytown,Yummy Town Holdings,Yummy Town Holdings,YUMMY TOWN HOLDINGS,TW:YTH,2014/12/24,92645W,T2726,KYG988361021
Camellia Metal Co Ltd,2014/12/19,2014/7/21,TW0002064003,2064,3315,Camellia Metal Co Ltd,camelliametal,Camellia Metal,Camellia Metal,CAMELLIA METAL,TW:CML,2011/10/21,77827X,T2064,TW0002064003
BrightKing Holdings Ltd,2014/12/22,2014/7/30,KYG136861039,6422,3679,BrightKing Holdings Ltd,brightkingholdi,Brightking Holdings,Brightking Holdings,BRIGHTKING HOLDINGS,TW:BGT,2014/7/14,8939D8,T6422,KYG136861039
Nuuo Inc,2014/12/23,2014/8/8,TW0006419005,6419,3663,Nuuo Inc,nuuo,Janfusun Fancyworld,Janfusun Fancyworld,JANFUSUN FANCYWORLD,TW:JNF,1998/3/12,675162,T5701,TW0005701007
La Kaffa International Co Ltd,2015/1/13,2013/3/29,TW0002732005,2732,5812,La Kaffa International Co Ltd,lakaffa,La Kaffa International,La Kaffa International,LA KAFFA INTERNATIONAL,TW:LKF,2012/12/18,87927X,T2732,TW0002732005
Zen Voce Corp,2015/1/13,2014/6/23,TW0003581005,3581,3679,Zen Voce Corp,zenvoce,Zen Voce,Zen Voce,ZEN VOCE,TW:ZVC,2007/10/2,51437Q,T3581,TW0003581005
Megawin Technology Co Ltd,2015/1/19,2014/7/22,,3122,3674,Megawin Technology Co Ltd,megawin,Megawin Technology,Megawin Technology,MEGAWIN TECHNOLOGY,TW:MWT,2009/4/20,67853T,T3122,TW0003122008
Chang Jia M&E Engineering Corp,2015/3/11,2014/9/5,TW0004550009,4550,1522,Chang Jia M&E Engineering Corp,changjiam&eengi,Chang Jia M&E Engineering,Chang Jia M&E Engineering,CHANG JIA M&E ENGR.,TW:CJM,2013/11/25,93328T,T4550,TW0004550009
OBI Pharma Inc,2015/3/16,2014/8/25,TW0004174008,4174,2834,OBI Pharma Inc,obipharma,OBI Pharma,OBI Pharma,OBI PHARMA,TW:OBI,2012/12/12,87927W,T4174,TW0004174008
AmCad BioMed Corp,2015/3/17,2014/2/21,TW0004188008,4188,2836,AmCad BioMed Corp,amcadbiomed,Amcad Biomedical,Amcad Biomedical,AMCAD BIOMED,TW:ACB,2013/12/26,8696Z8,T4188,TW0004188008
Superior Plating Technology Co,2015/3/23,2012/4/30,TW0008431008,8431,3471,Superior Plating Technology Co,superiorplating,Superior Plating Technology,Superior Plating Technology,SUPERIOR PLATING TECH.,TW:SPL,2011/3/4,77452F,T8431,TW0008431008
Xintec Inc,2015/3/23,2014/9/29,TW0003374005,3374,7389,Xintec Inc,xintec,Flexium Interconnect,Flexium Interconnect,FLEXIUM INTERCONNECT,TW:FXI,2003/9/23,27624D,T6269,TW0006269004
Tehmag Foods Corp,2015/3/31,2014/10/15,,1264,2051,Tehmag Foods Corp,tehmagfoods,Tehmag Foods,Tehmag Foods,TEHMAG FOODS,TW:TEF,2014/2/25,8743ZW,T1264,TW0001264000
CTS,2015/4/13,2014/10/15,TW0003672002,3672,4812,CTS,cts,ABC Taiwan Electronics,ABC Taiwan Electronics,ABC TAIWAN ELECTRONICS,TW:ATB,2004/12/2,29740V,T3236,TW0003236006
F-Dadi,2015/4/28,2015/4/23,,8437,8299,F-Dadi,dadi,Lida Holdings,Lida Holdings,LIDA HOLDINGS,TW:LDH,2016/7/20,7742MQ,T4552,KYG5479W1033
Arlitech Electronic Corp,2015/5/13,2014/11/5,TW0006432008,6432,3677,Arlitech Electronic Corp,arlitech,Arlitech Electronic,Arlitech Electronic,ARLITECH ELECTRONIC,TW:ARL,2014/6/26,8915J9,T6432,TW0006432008
WiseChip Semiconductor Inc,2015/5/18,2013/8/12,TW0005245005,5245,3674,WiseChip Semiconductor Inc,wisechipsemicon,Wisechip Semiconductor,Wisechip Semiconductor,WISECHIP SEMICONDUCTOR,TW:WSX,2011/8/29,77579W,T5245,TW0005245005
E&R,2015/6/2,2014/11/11,TW0008027004,8027,3679,E&R,e&r,E&R Engineering,E&R Engineering,E&R ENGINEERING,TW:ERG,2013/11/12,51521H,T8027,TW0008027004
Hycon Technology Corp,2015/6/5,2014/6/26,TW0006457005,6457,7376,Hycon Technology Corp,hycon,Chicony Electronics,Chicony Electronics,CHICONY ELECTRONICS,TW:CHY,1999/1/5,675934,T2385,TW0002385002
LandMark,2015/7/15,2015/3/5,TW0003081006,3081,3674,LandMark,landmark,Land Mark Optoelectronics,Land Mark Optoelectronics,LAND MARK OPEL.,TW:LAP,2014/7/15,8938Y2,T3081,TW0003081006
Foxsemicon Integrated Tech,2015/7/21,2015/3/9,TW0003413001,3413,3559,Foxsemicon Integrated Tech,foxsemiconinteg,Foxsemicon Integrated Technology,Foxsemicon Integrated Technology,FOXSEMICON INTEG.TECH.,TW:FXG,2004/12/27,31192E,T3413,TW0003413001
Savior Lifetec Corp,2015/9/1,2013/3/15,TW0004167002,4167,2834,Savior Lifetec Corp,saviorlifetec,Savior Lifetec,Savior Lifetec,SAVIOR LIFETEC,TW:SVL,2012/12/21,87937P,T4167,TW0004167002
Globalwafers Co Ltd,2015/9/18,2014/10/2,TW0006488000,6488,3674,Globalwafers Co Ltd,globalwafers,Globalwafers,Globalwafers,GLOBALWAFERS,TW:GWC,2014/10/28,9166QN,T6488,TW0006488000
TSEC Corp,2015/9/23,2015/2/13,TW0006443005,6443,3674,TSEC Corp,tsec,Taiwan Semiconductor Manufacturing,Taiwan Semiconductor Manufacturing,TAIWAN SEMICON.MNFG.,TW:TSM,1994/9/6,140406,T2330,TW0002330008
Securitag Assembly Group Co,2015/10/5,2015/4/29,TW0006417009,6417,3674,Securitag Assembly Group Co,securitagassemb,Securitag Assembly Group,Securitag Assembly Group,SECURITAG ASSEMBLY GROUP,TW:SAG,2013/3/13,88182R,T6417,TW0006417009
Green River Holding Co Ltd,2015/10/20,2015/3/30,KYG409691006,8444,2499,Green River Holding Co Ltd,greenriverholdi,Green River Holding Company,Green River Holding Company,GREEN RIVER HOLDING CO.,TW:GRH,2013/7/5,89374F,T8444,KYG409691006
U Media Communications Inc,2015/10/27,2014/8/25,TW0006470008,6470,3661,U Media Communications Inc,umediacommunic,U-Media Communications,U-Media Communications,U-MEDIA COMMUNICATIONS,TW:UME,2014/9/24,9110AU,T6470,TW0006470008
ASolid Technology Co Ltd,2015/11/10,2015/3/16,TW0006485006,6485,3674,ASolid Technology Co Ltd,asolid,Asolid Technology,Asolid Technology,ASOLID TECHNOLOGY,TW:ASD,2014/10/16,9142PV,T6485,TW0006485006
RichWave Technology Corp,2015/11/12,2015/5/14,TW0004968003,4968,3674,RichWave Technology Corp,richwave,Richwave Technology,Richwave Technology,RICHWAVE TECHNOLOGY,TW:RWT,2010/10/1,774499,T4968,TW0004968003
ATrack Technology Inc,2015/11/13,2015/6/23,TW0006465008,6465,3663,ATrack Technology Inc,atrack,Atrack Technology,Atrack Technology,ATRACK TECHNOLOGY,TW:ATA,2014/7/9,8936F7,T6465,TW0006465008
TaiMed Biologics Inc,2015/11/16,2015/4/29,TW0004147004,4147,2836,TaiMed Biologics Inc,taimedbiologics,Taimed Biologics,Taimed Biologics,TAIMED BIOLOGICS,TW:TBL,2010/6/28,774523,T4147,TW0004147004
Da Lue Intl Hldg Co Ltd,2015/11/19,2015/9/24,KYG2646C1024,4804,7299,Da Lue Intl Hldg Co Ltd,daluehldg,Da LUE International Holding,Da LUE International Holding,DA LUE INTL.HLDG.,TW:DLI,2014/12/29,9239V7,T4804,KYG2646C1024
Radiation Technology Inc,2015/11/25,2015/11/25,,6514,5065,Radiation Technology Inc,radiation,Radiation Technology,Radiation Technology,RADIATION TECHNOLOGY,TW:RDT,2015/12/2,8751T2,T6514,KYG734231080
Uniflex Technology Inc,2015/12/8,2015/7/7,TW0003321006,3321,3672,Uniflex Technology Inc,uniflex,Uniflex Technology,Uniflex Technology,UNIFLEX TECHNOLOGY,TW:UFT,2014/12/5,9217A3,T3321,TW0003321006
BenQ Medical Technology Corp,2015/12/9,2015/3/9,TW0004116009,4116,3841,BenQ Medical Technology Corp,benqmedical,Benq Medical Technology,Benq Medical Technology,BENQ MEDICAL TECH.,TW:TME,2002/1/7,32171J,T4116,TW0004116009
VHQ Media Holdings Ltd,2015/12/9,2015/12/4,KYG9344G1038,4803,7819,VHQ Media Holdings Ltd,vhqmediaholding,VHQ Media Holdings,VHQ Media Holdings,VHQ MEDIA HOLDINGS,TW:VHQ,2015/12/16,8785RA,T4803,KYG9344G1038
Top MSO,2015/12/9,2014/9/26,,6464,3357,Top MSO,topso,Hotron Precision Electronic Industrial,Hotron Precision Electronic Industrial,HOTRON PRECN.ELT.INDL.,TW:HPE,2010/5/11,51639W,T3092,TW0003092003
Bright Sheland Intl Co Ltd,2015/12/15,2014/11/4,TW0004556006,4556,3559,Bright Sheland Intl Co Ltd,brightsheland,Bright Sheland International,Bright Sheland International,BRIGHT SHELAND INTL.,TW:BSH,2014/10/16,9142PU,T4556,TW0004556006
Egis Technology Inc,2015/12/16,2015/4/20,TW0006462005,6462,7371,Egis Technology Inc,egis,Pegavision,Pegavision,PEGAVISION,TW:PEV,2014/12/30,9267HL,T6491,TW0006491004
Santai (Cayman) Hldg Co Ltd,2015/12/21,2015/12/21,,4762,2899,Santai (Cayman) Hldg Co Ltd,santai(cayman)h,Santai (Cayman) Holdings,Santai (Cayman) Holdings,SANTAI (CAYMAN) HOLDINGS,TW:SCA,2015/12/28,8808V6,T4762,KYG780691047
Brinno Inc,2015/12/22,2014/12/29,TW0007402000,7402,3699,Brinno Inc,brinno,Brinno,Brinno,BRINNO,TW:BRN,2014/12/26,9239V6,T7402,TW0007402000
Mr. Onion,2015/12/22,2015/7/7,TW0002740008,2740,5812,Mr. Onion,mronion,MR Onion,MR Onion,MR ONION,TW:MON,2014/12/29,9239V8,T2740,TW0002740008
HOYA,2015/12/29,2015/3/6,TW0002736006,2736,7011,HOYA,hoya,Holiday Entertainment,Holiday Entertainment,HOLIDAY ENTERTAINMENT,TW:HDY,2000/11/30,280698,T9943,TW0009943001
Sinopower Semiconductor Inc,2015/12/30,2014/8/8,TW0006435001,6435,3674,Sinopower Semiconductor Inc,sinopowersemico,Sinopower Semiconductor,Sinopower Semiconductor,SINOPOWER SEMICONDUCTOR,TW:SSI,2013/12/12,93765E,T6435,TW0006435001
Excelsior,2015/12/30,2014/12/23,TW0006496003,6496,2836,Excelsior,excelsior,Excelsior Biopharma,Excelsior Biopharma,EXCELSIOR BIOPHARMA,TW:EXB,2014/12/19,9236EU,T6496,TW0006496003
Daito Me Holdings Co Ltd,2015/12/31,2015/4/28,KYG264101034,8455,5065,Daito Me Holdings Co Ltd,daitomeholdings,Daito ME Holdings,Daito ME Holdings,DAITO ME HOLDINGS,TW:DMH,2016/1/8,8838CJ,T8455,KYG264101034
GOMAJI Corp Ltd,2016/1/4,2015/3/31,TW0008472002,8472,7375,GOMAJI Corp Ltd,gomaji,Gomaji,Gomaji,GOMAJI,TW:GMJ,2015/1/14,9273ND,T8472,TW0008472002
Redhorse Corp,2016/1/20,2015/8/12,KYG7448A1058,2928,4725,Redhorse Corp,redhorse,Redhorse Corporation,Redhorse Corporation,REDHORSE CORPORATION,TW:RHC,2016/1/27,8866EV,T2928,KYG7448A1058
Soonest,2016/2/25,2015/1/30,TW0002643004,2643,4212,Soonest,soonest,Soonest Express,Soonest Express,SOONEST EXPRESS,TW:SOO,2014/11/26,9213WY,T2643,TW0002643004
Shenghua Entertainment Commun,2016/3/2,2015/2/12,TW0004806005,4806,7812,Shenghua Entertainment Commun,shenghuaenterta,Shenghua Entertainment Communication,Shenghua Entertainment Communication,SHENGHUA ENTM.COMM.,TW:SHC,2014/12/8,92240P,T4806,TW0004806005
Fitness Factory,2016/3/3,2015/3/9,TW0008462003,8462,7991,Fitness Factory,itnfactr,Giant Manufacturing,Giant Manufacturing,GIANT MNFG.,TW:GMC,1994/12/29,140831,T9921,TW0009921007
Man Zai Industrial Co Ltd,2016/3/8,2015/9/18,TW0004543004,4543,3519,Man Zai Industrial Co Ltd,manzai,Man ZAI Industrial,Man ZAI Industrial,MAN ZAI INDUSTRIAL,TW:MZI,2014/10/7,91277G,T4543,TW0004543004
CHPT,2016/3/10,2015/2/6,TW0006510001,6510,3825,CHPT,chpt,Alchip Technologies,Alchip Technologies,ALCHIP TECHNOLOGIES,TW:ATG,2010/12/23,77449F,T3661,KYG022421088
Yuen Chang Stainless Steel Co,2016/3/15,2015/9/25,TW0002069002,2069,3312,Yuen Chang Stainless Steel Co,yuenchangstl,Yuen Chang SSTL,Yuen Chang SSTL,YUEN CHANG SSTL.,TW:YCS,2015/2/5,9301Z5,T2069,TW0002069002
Gomax Electronics Inc,2016/3/18,2015/3/31,TW0006512007,6512,3663,Gomax Electronics Inc,gomas,Global Material Science,Global Material Science,GLOBAL MATERIAL SCIENCE,TW:GMS,2015/1/8,92700M,T6481,TW0006481005
Great Tree Pharmacy Co Ltd,2016/3/23,2015/10/30,TW0006469000,6469,5122,Great Tree Pharmacy Co Ltd,greattreepharma,Great Tree Pharmacy,Great Tree Pharmacy,GREAT TREE PHARMACY,TW:GTP,2014/12/29,9267HM,T6469,TW0006469000
StrongLED Lighting Sys,2016/3/23,2016/3/15,,5281,3646,StrongLED Lighting Sys,strongledlighti,Strongled Lighting Systems (Cayman),Strongled Lighting Systems (Cayman),STRONGLED LIGHTING SYSTEMS (CAYMAN),TW:SLS,2016/3/30,7075W5,T5281,KYG853901059
Nyquest,2016/4/29,2015/2/6,TW0006494008,6494,3672,Nyquest,nyquest,Nyquest Technology,Nyquest Technology,NYQUEST TECHNOLOGY,TW:NQT,2014/12/24,9239V5,T6494,TW0006494008
Buima Group Inc,2016/4/29,2015/10/27,,5543,2421,Buima Group Inc,buimagroup,Buima Group,Buima Group,BUIMA GROUP,TW:BUI,2016/5/9,7310W2,T5543,KYG1676E1035
My Humble House Hospity,2016/5/5,2015/3/16,TW0002739000,2739,5812,My Humble House Hospity,myhumblehouseho,My Humble House Hospitality Management Consulting,My Humble House Hospitality Management Consulting,MY HUMBLE HSE.HOSPLTY. MAN.CNSL.,TW:MHH,2014/10/20,9145XE,T2739,TW0002739000
Dr.Wu Skincare Co Ltd,2016/6/1,2015/10/29,TW0006523004,6523,2844,Dr.Wu Skincare Co Ltd,drwuskincar,Doctor Wu Skincare,Doctor Wu Skincare,DR.WU SKINCARE,TW:DWS,2015/4/30,9456MJ,T6523,TW0006523004
Fun Yours Technology Co Ltd,2016/6/3,2014/10/29,TW0006482003,6482,5065,Fun Yours Technology Co Ltd,funyours,Fun Yours Technology,Fun Yours Technology,FUN YOURS TECHNOLOGY,TW:FYT,2014/11/13,9172Z2,T6482,TW0006482003
PharmaEssentia Corp,2016/7/5,2014/4/14,TW0006446008,6446,2834,PharmaEssentia Corp,pharmaessentia,Pharmaessentia,Pharmaessentia,PHARMAESSENTIA,TW:PHM,2014/3/11,8750M1,T6446,TW0006446008
Medeon Biodesign Inc,2016/7/13,2015/1/28,TW0006499007,6499,3841,Medeon Biodesign Inc,medeonbiodesign,Medeon Biodesign,Medeon Biodesign,MEDEON BIODESIGN,TW:MDZ,2014/12/11,9225QX,T6499,TW0006499007
Orange Electronic Co Ltd,2016/7/29,2016/3/29,TW0004554001,4554,3714,Orange Electronic Co Ltd,orange,Orange Electronic,Orange Electronic,ORANGE ELECTRONIC,TW:OEL,2014/9/5,9065FD,T4554,TW0004554001
Brighton-Best Intl (Taiwan),2016/8/24,2016/4/25,TW0008415001,8415,3452,Brighton-Best Intl (Taiwan),brighton-best,Brighton-Best International,Brighton-Best International,BRIGHTON-BEST INTL.,TW:BBI,2010/12/17,774511,T8415,TW0008415001
Net Publishing Co Ltd,2016/8/25,2016/3/29,TW0006542004,6542,7372,Net Publishing Co Ltd,netpublishing,Net Publishing,Net Publishing,NET PUBLISHING,TW:NPB,2015/6/25,96699R,T6542,TW0006542004
Chang Wah Technology Co Ltd,2016/8/31,2016/3/29,TW0006548001,6548,3674,Chang Wah Technology Co Ltd,changwah,Chang Wah Technology,Chang Wah Technology,CHANG WAH TECHNOLOGY,TW:CWA,2015/7/31,9826DF,T6548,TW0006548001
Dyaco International Inc,2016/9/5,2012/4/20,TW0001598001,1598,3949,Dyaco International Inc,dyaco,Dyaco International,Dyaco International,DYACO INTERNATIONAL,TW:DYA,2011/10/24,77847Q,T1598,TW0001598001
Interactive Digital Tech Inc,2016/9/7,2016/3/29,TW0006486004,6486,7375,Interactive Digital Tech Inc,interactivedigi,Interactive Digital Technologies,Interactive Digital Technologies,INTERACTIVE DIG.TECHS.,TW:IDT,2014/11/7,9171WM,T6486,TW0006486004
Lumosa Therapeutics Co Ltd,2016/9/9,2016/4/25,TW0006535008,6535,2834,Lumosa Therapeutics Co Ltd,lumosatherapeut,Lumosa Therapeutics,Lumosa Therapeutics,LUMOSA THERAPEUTICS,TW:LUM,2015/7/16,9816N1,T6535,TW0006535008
Syngen,2016/9/9,2015/2/13,TW0008279001,8279,2834,Syngen,syngen,Synergy Scientech,Synergy Scientech,SYNERGY SCIENTECH,TW:SYH,2015/11/17,8719Z5,T6558,TW0006558000
Calitech Co Ltd,2016/9/19,2016/4/14,TW0006532005,6532,3679,Calitech Co Ltd,calitech,Calitech,Calitech,CALITECH,TW:CEH,2015/5/25,9520DZ,T6532,TW0006532005
Intl Carbide Tech Co Ltd,2016/9/21,2016/4/7,TW0004754007,4754,2899,Intl Carbide Tech Co Ltd,ncarbitech,Anncare Bio-Technology Center,Anncare Bio-Technology Center,ANNCARE BIO-TECH CENTER,TW:ABT,2010/8/25,77450E,T4140,TW0004140009
Quang Viet Enterprise Co Ltd,2016/10/3,2016/5/30,TW0004438007,4438,2337,Quang Viet Enterprise Co Ltd,quangvietenterp,Quang Viet Enterprise,Quang Viet Enterprise,QUANG VIET ENTERPRISE,TW:QVE,2015/7/28,9825HP,T4438,TW0004438007
Taiwan High Speed Rail Corp,2016/10/13,2016/5/30,TW0002633005,2633,4011,Taiwan High Speed Rail Corp,taiwanhighspeed,Taiwan High Speed Rail,Taiwan High Speed Rail,TAIWAN HIGH SPEED RAIL,TW:THZ,2003/9/8,30384F,T2633,TW0002633005
Brave C&H Supply Co Ltd,2016/10/14,2016/4/25,TW0006538002,6538,5112,Brave C&H Supply Co Ltd,bravec&hsupply,Brave C&H Supply,Brave C&H Supply,BRAVE C&H SUPPLY,TW:BCS,2015/8/12,98891Z,T6538,TW0006538002
Kuobrothers Corp,2016/10/24,2016/2/3,TW0008477001,8477,5961,Kuobrothers Corp,kuobrothers,Kuobrothers,Kuobrothers,KUOBROTHERS,TW:KUB,2015/10/27,8695CC,T8477,TW0008477001
Crown Bioscience International,2016/11/28,2016/7/20,KYG2568J1013,6554,2836,Crown Bioscience International,crownbioscience,Crown Bioscience International,Crown Bioscience International,CROWN BIOSCIENCE INTERNATIONAL,TW:CBI,2016/2/18,8875VW,T6554,KYG2568J1013
Onyx Healthcare Inc,2016/12/7,2016/7/28,TW0006569007,6569,3559,Onyx Healthcare Inc,onyxhealthcare,Onyx Healthcare,Onyx Healthcare,ONYX HEALTHCARE,TW:OYH,2016/1/15,8844A8,T6569,TW0006569007
Tai Shing Electns Components,2016/12/14,2016/7/13,TW0003426003,3426,5065,Tai Shing Electns Components,taishingelect,Tai Shing Electronics Components,Tai Shing Electronics Components,TAI SHING ELECTRONICS COMPONENTS,TW:TSP,2015/9/11,99243H,T3426,TW0003426003
Rafael Microelectronics Inc,2016/12/14,2016/4/12,TW0006568009,6568,3679,Rafael Microelectronics Inc,rafaelmicroelec,Rafael Microelectronics,Rafael Microelectronics,RAFAEL MICROELECTRONICS,TW:RAM,2016/1/26,8858KY,T6568,TW0006568009
Castles Technology Co Ltd,2016/12/16,2016/7/27,TW0005258008,5258,8748,Castles Technology Co Ltd,castles,Castles Technology,Castles Technology,CASTLES TECHNOLOGY,TW:KYY,2011/11/14,77940V,T5258,TW0005258008
DBTEL Inc,1991/5/23,1991/5/23,,5304,3661,DBTEL Inc,dbtel,Dbtel,Dbtel,DBTEL,TW:DBE,1996/1/4,314917,T5304,TW0005304000
Tong Lung Metal Industry Co,1994/9/21,1994/9/21,TW0009920009,8705,3499,Tong Lung Metal Industry Co,tonglungmetal,Tong Lung Metal Industry,Tong Lung Metal Industry,TONG LUNG METAL INDUSTRY,TW:TLM,1994/11/10,140657,T8705,TW0008705005
Behavior Tech Computer Corp,1995/8/17,1995/8/17,TW0008986597,2341,3577,Behavior Tech Computer Corp,behaviorcom,Behavior Technology Computer,Behavior Technology Computer,BEHAVIOR TECH COMPUTER,TW:BTC,1995/8/17,356866,T2341,TW0002341005
